,sample,sex,pop,pop_name,superpop,superpop_name
1742,HG02150,male,PEL,Peruvian,AMR,American Ancestry
1743,HG02355,male,CDX,Dai Chinese,EAS,East Asian Ancestry
1744,HG00362,female,FIN,Finnish,EUR,European Ancestry
1745,HG02155,female,CDX,Dai Chinese,EAS,East Asian Ancestry
1746,HG02367,male,CDX,Dai Chinese,EAS,East Asian Ancestry
1747,HG00367,female,FIN,Finnish,EUR,European Ancestry
1748,HG02408,male,CDX,Dai Chinese,EAS,East Asian Ancestry
1749,HG02374,male,CDX,Dai Chinese,EAS,East Asian Ancestry
1750,HG00379,female,FIN,Finnish,EUR,European Ancestry
1751,HG02410,male,CDX,Dai Chinese,EAS,East Asian Ancestry
1752,HG02379,male,CDX,Dai Chinese,EAS,East Asian Ancestry
1753,HG00381,female,FIN,Finnish,EUR,European Ancestry
1754,HG02381,male,CDX,Dai Chinese,EAS,East Asian Ancestry
1755,HG00406,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1756,HG02427,female,ACB,African Caribbean,AFR,African Ancestry
1757,HG02278,female,PEL,Peruvian,AMR,American Ancestry
1758,HG00103,male,GBR,British,EUR,European Ancestry
1759,HG02439,male,ACB,African Caribbean,AFR,African Ancestry
1760,HG02280,female,ACB,African Caribbean,AFR,African Ancestry
1761,HG00108,male,GBR,British,EUR,European Ancestry
1762,HG02282,female,ACB,African Caribbean,AFR,African Ancestry
1763,HG02285,male,PEL,Peruvian,AMR,American Ancestry
1764,HG00110,female,GBR,British,EUR,European Ancestry
1765,HG02287,female,PEL,Peruvian,AMR,American Ancestry
1766,HG02292,female,PEL,Peruvian,AMR,American Ancestry
1767,HG00115,male,GBR,British,EUR,European Ancestry
1768,HG02299,male,PEL,Peruvian,AMR,American Ancestry
1769,HG02300,male,PEL,Peruvian,AMR,American Ancestry
1770,HG00122,female,GBR,British,EUR,European Ancestry
1771,HG02302,male,PEL,Peruvian,AMR,American Ancestry
1772,HG02401,male,CDX,Dai Chinese,EAS,East Asian Ancestry
1773,HG00127,female,GBR,British,EUR,European Ancestry
1774,HG02406,male,CDX,Dai Chinese,EAS,East Asian Ancestry
1775,HG00134,female,GBR,British,EUR,European Ancestry
1776,HG02220,female,IBS,Iberian,EUR,European Ancestry
1777,HG02420,male,ACB,African Caribbean,AFR,African Ancestry
1778,HG00139,male,GBR,British,EUR,European Ancestry
1779,HG02225,female,IBS,Iberian,EUR,European Ancestry
1780,HG02425,female,PEL,Peruvian,AMR,American Ancestry
1781,HG02232,female,IBS,Iberian,EUR,European Ancestry
1782,HG02449,male,ACB,African Caribbean,AFR,African Ancestry
1783,HG02237,female,IBS,Iberian,EUR,European Ancestry
1784,HG02451,female,ACB,African Caribbean,AFR,African Ancestry
1785,HG02345,female,PEL,Peruvian,AMR,American Ancestry
1786,HG02364,male,CDX,Dai Chinese,EAS,East Asian Ancestry
1787,HG02470,male,ACB,African Caribbean,AFR,African Ancestry
1788,HG02371,male,CDX,Dai Chinese,EAS,East Asian Ancestry
1789,HG02383,male,CDX,Dai Chinese,EAS,East Asian Ancestry
1790,HG02545,male,ACB,African Caribbean,AFR,African Ancestry
1791,HG02388,male,CDX,Dai Chinese,EAS,East Asian Ancestry
1792,HG02557,male,ACB,African Caribbean,AFR,African Ancestry
1793,HG02390,male,CDX,Dai Chinese,EAS,East Asian Ancestry
1794,HG02395,male,CDX,Dai Chinese,EAS,East Asian Ancestry
1795,HG02571,female,GWD,Gambian Mandinka,AFR,African Ancestry
1796,HG02307,male,ACB,African Caribbean,AFR,African Ancestry
1797,HG02583,female,GWD,Gambian Mandinka,AFR,African Ancestry
1798,HG02314,male,ACB,African Caribbean,AFR,African Ancestry
1799,HG02588,male,GWD,Gambian Mandinka,AFR,African Ancestry
1800,HG02321,female,ACB,African Caribbean,AFR,African Ancestry
1801,HG02312,female,PEL,Peruvian,AMR,American Ancestry
1802,HG00418,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1803,HG02256,female,ACB,African Caribbean,AFR,African Ancestry
1804,HG02317,male,ACB,African Caribbean,AFR,African Ancestry
1805,HG00420,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1806,HG02275,female,PEL,Peruvian,AMR,American Ancestry
1807,HG02343,male,ACB,African Caribbean,AFR,African Ancestry
1808,HG00437,female,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1809,HG02179,female,CDX,Dai Chinese,EAS,East Asian Ancestry
1810,HG02386,male,CDX,Dai Chinese,EAS,East Asian Ancestry
1811,HG00444,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1812,HG02181,female,CDX,Dai Chinese,EAS,East Asian Ancestry
1813,HG02398,male,CDX,Dai Chinese,EAS,East Asian Ancestry
1814,HG00449,female,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1815,HG02186,female,CDX,Dai Chinese,EAS,East Asian Ancestry
1816,HG02691,female,PJL,Punjabi,SAS,South Asian Ancestry
1817,HG00451,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1818,HG02489,male,ACB,African Caribbean,AFR,African Ancestry
1819,HG02696,male,PJL,Punjabi,SAS,South Asian Ancestry
1820,HG00463,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1821,HG02491,female,PJL,Punjabi,SAS,South Asian Ancestry
1822,HG00475,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1823,HG02496,male,ACB,African Caribbean,AFR,African Ancestry
1824,HG02716,female,GWD,Gambian Mandinka,AFR,African Ancestry
1825,HG00502,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1826,HG02511,female,ACB,African Caribbean,AFR,African Ancestry
1827,HG00514,female,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1828,HG02523,female,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
1829,HG00526,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1830,HG02662,female,PJL,Punjabi,SAS,South Asian Ancestry
1831,HG02595,female,GWD,Gambian Mandinka,AFR,African Ancestry
1832,HG00742,male,PUR,Puerto Rican,AMR,American Ancestry
1833,HG02667,female,GWD,Gambian Mandinka,AFR,African Ancestry
1834,HG02603,male,PJL,Punjabi,SAS,South Asian Ancestry
1835,HG00759,female,CDX,Dai Chinese,EAS,East Asian Ancestry
1836,HG02679,female,GWD,Gambian Mandinka,AFR,African Ancestry
1837,HG02610,male,GWD,Gambian Mandinka,AFR,African Ancestry
1838,HG00766,female,CDX,Dai Chinese,EAS,East Asian Ancestry
1839,HG02681,male,PJL,Punjabi,SAS,South Asian Ancestry
1840,HG02728,female,PJL,Punjabi,SAS,South Asian Ancestry
1841,HG00867,female,CDX,Dai Chinese,EAS,East Asian Ancestry
1842,HG02686,male,PJL,Punjabi,SAS,South Asian Ancestry
1843,HG02735,male,PJL,Punjabi,SAS,South Asian Ancestry
1844,HG00879,female,CDX,Dai Chinese,EAS,East Asian Ancestry
1845,HG02597,male,PJL,Punjabi,SAS,South Asian Ancestry
1846,HG02759,male,GWD,Gambian Mandinka,AFR,African Ancestry
1847,HG00881,male,CDX,Dai Chinese,EAS,East Asian Ancestry
1848,HG02600,male,PJL,Punjabi,SAS,South Asian Ancestry
1849,HG00956,female,CDX,Dai Chinese,EAS,East Asian Ancestry
1850,HG02605,female,PJL,Punjabi,SAS,South Asian Ancestry
1851,HG02646,female,GWD,Gambian Mandinka,AFR,African Ancestry
1852,HG00982,male,CDX,Dai Chinese,EAS,East Asian Ancestry
1853,HG01029,female,CDX,Dai Chinese,EAS,East Asian Ancestry
1854,HG02658,female,PJL,Punjabi,SAS,South Asian Ancestry
1855,HG01031,male,CDX,Dai Chinese,EAS,East Asian Ancestry
1856,HG02554,male,ACB,African Caribbean,AFR,African Ancestry
1857,HG02660,male,PJL,Punjabi,SAS,South Asian Ancestry
1858,HG01048,male,PUR,Puerto Rican,AMR,American Ancestry
1859,HG01050,female,PUR,Puerto Rican,AMR,American Ancestry
1860,HG02561,male,GWD,Gambian Mandinka,AFR,African Ancestry
1861,HG02778,female,PJL,Punjabi,SAS,South Asian Ancestry
1862,HG01055,female,PUR,Puerto Rican,AMR,American Ancestry
1863,HG02624,female,GWD,Gambian Mandinka,AFR,African Ancestry
1864,HG02780,male,PJL,Punjabi,SAS,South Asian Ancestry
1865,HG00610,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1866,HG02629,female,GWD,Gambian Mandinka,AFR,African Ancestry
1867,HG02785,female,PJL,Punjabi,SAS,South Asian Ancestry
1868,HG00615,female,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1869,HG00622,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1870,HG02643,female,GWD,Gambian Mandinka,AFR,African Ancestry
1871,HG02684,male,PJL,Punjabi,SAS,South Asian Ancestry
1872,HG00627,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1873,HG02465,female,GWD,Gambian Mandinka,AFR,African Ancestry
1874,HG02689,male,PJL,Punjabi,SAS,South Asian Ancestry
1875,HG00634,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1876,HG02477,female,ACB,African Caribbean,AFR,African Ancestry
1877,HG02792,male,PJL,Punjabi,SAS,South Asian Ancestry
1878,HG00639,female,PUR,Puerto Rican,AMR,American Ancestry
1879,HG02484,male,ACB,African Caribbean,AFR,African Ancestry
1880,HG00641,female,PUR,Puerto Rican,AMR,American Ancestry
1881,HG02573,male,GWD,Gambian Mandinka,AFR,African Ancestry
1882,HG02805,female,GWD,Gambian Mandinka,AFR,African Ancestry
1883,HG00653,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1884,HG02580,female,ACB,African Caribbean,AFR,African Ancestry
1885,HG00658,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1886,HG02585,male,GWD,Gambian Mandinka,AFR,African Ancestry
1887,HG02817,female,GWD,Gambian Mandinka,AFR,African Ancestry
1888,HG00672,female,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1889,HG02648,male,PJL,Punjabi,SAS,South Asian Ancestry
1890,HG02836,male,GWD,Gambian Mandinka,AFR,African Ancestry
1891,HG00684,female,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1892,HG00689,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1893,HG02655,female,PJL,Punjabi,SAS,South Asian Ancestry
1894,HG00691,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1895,HG02698,male,PJL,Punjabi,SAS,South Asian Ancestry
1896,HG02634,male,GWD,Gambian Mandinka,AFR,African Ancestry
1897,HG00704,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1898,HG02982,male,GWD,Gambian Mandinka,AFR,African Ancestry
1899,HG00709,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1900,HG03012,male,BEB,Bengali,SAS,South Asian Ancestry
1901,HG00716,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1902,HG03007,female,BEB,Bengali,Bengali,SAS,South Asia (SGDP),South Asian Ancestry
1903,HG00728,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1904,HG03019,female,PJL,Punjabi,SAS,South Asian Ancestry
1905,HG03024,male,GWD,Gambian Mandinka,AFR,African Ancestry
1906,HG03021,male,PJL,Punjabi,SAS,South Asian Ancestry
1907,HG00735,female,PUR,Puerto Rican,AMR,American Ancestry
1908,HG03118,male,ESN,Esan,AFR,African Ancestry
1909,HG00533,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1910,HG03120,male,ESN,Esan,AFR,African Ancestry
1911,HG00538,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1912,HG02888,female,GWD,Gambian Mandinka,AFR,African Ancestry
1913,HG00552,male,PUR,Puerto Rican,AMR,American Ancestry
1914,HG02890,male,GWD,Gambian Mandinka,AFR,African Ancestry
1915,HG03132,female,ESN,Esan,AFR,African Ancestry
1916,HG00557,female,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1917,HG02895,male,GWD,Gambian Mandinka,AFR,African Ancestry
1918,HG00583,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1919,HG02922,female,ESN,Esan,AFR,African Ancestry
1920,HG02855,female,GWD,Gambian Mandinka,AFR,African Ancestry
1921,HG00590,female,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1922,HG00595,male,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1923,HG02941,male,ESN,Esan,AFR,African Ancestry
1924,HG02879,female,GWD,Gambian Mandinka,AFR,African Ancestry
1925,HG00608,female,CHS,Southern Han Chinese,EAS,East Asian Ancestry
1926,HG02946,female,ESN,Esan,AFR,African Ancestry
1927,HG02881,male,GWD,Gambian Mandinka,AFR,African Ancestry
1928,HG01168,female,PUR,Puerto Rican,AMR,American Ancestry
1929,HG02787,female,PJL,Punjabi,SAS,South Asian Ancestry
1930,HG01170,male,PUR,Puerto Rican,AMR,American Ancestry
1931,HG03048,male,GWD,Gambian Mandinka,AFR,African Ancestry
1932,HG01175,female,PUR,Puerto Rican,AMR,American Ancestry
1933,HG02799,female,GWD,Gambian Mandinka,AFR,African Ancestry
1934,HG01182,male,PUR,Puerto Rican,AMR,American Ancestry
1935,HG02807,male,GWD,Gambian Mandinka,AFR,African Ancestry
1936,HG03055,female,MSL,Mende,AFR,African Ancestry
1937,HG01187,male,PUR,Puerto Rican,AMR,American Ancestry
1938,HG02763,female,GWD,Gambian Mandinka,AFR,African Ancestry
1939,HG01199,male,PUR,Puerto Rican,AMR,American Ancestry
1940,HG02768,male,GWD,Gambian Mandinka,AFR,African Ancestry
1941,HG03074,male,MSL,Mende,AFR,African Ancestry
1942,HG01252,male,CLM,Colombian,AMR,American Ancestry
1943,HG03079,female,MSL,Mende,AFR,African Ancestry
1944,HG01257,female,CLM,Colombian,AMR,American Ancestry
1945,HG02775,female,PJL,Punjabi,SAS,South Asian Ancestry
1946,HG03081,male,MSL,Mende,AFR,African Ancestry
1947,HG01062,female,PUR,Puerto Rican,AMR,American Ancestry
1948,HG02814,female,GWD,Gambian Mandinka,AFR,African Ancestry
1949,HG03086,female,MSL,Mende,AFR,African Ancestry
1950,HG01067,female,PUR,Puerto Rican,AMR,American Ancestry
1951,HG02819,male,GWD,Gambian Mandinka,AFR,African Ancestry
1952,HG03163,male,ESN,Esan,AFR,African Ancestry
1953,HG01074,male,PUR,Puerto Rican,AMR,American Ancestry
1954,HG03168,female,ESN,Esan,AFR,African Ancestry
1955,HG01079,male,PUR,Puerto Rican,AMR,American Ancestry
1956,HG01081,female,PUR,Puerto Rican,AMR,American Ancestry
1957,HG02840,female,GWD,Gambian Mandinka,AFR,African Ancestry
1958,HG03175,male,ESN,Esan,AFR,African Ancestry
1959,HG01086,female,PUR,Puerto Rican,AMR,American Ancestry
1960,HG03040,female,GWD,Gambian Mandinka,AFR,African Ancestry
1961,HG02968,male,ESN,Esan,AFR,African Ancestry
1962,HG01098,female,PUR,Puerto Rican,AMR,American Ancestry
1963,HG03045,male,GWD,Gambian Mandinka,AFR,African Ancestry
1964,HG02970,female,ESN,Esan,AFR,African Ancestry
1965,HG01101,male,PUR,Puerto Rican,AMR,American Ancestry
1966,HG03052,female,MSL,Mende,AFR,African Ancestry
1967,HG01269,female,CLM,Colombian,AMR,American Ancestry
1968,HG03057,male,MSL,Mende,AFR,African Ancestry
1969,HG01271,male,CLM,Colombian,AMR,American Ancestry
1970,HG02725,female,PJL,Punjabi,SAS,South Asian Ancestry
1971,HG01276,female,CLM,Colombian,AMR,American Ancestry
1972,HG02737,female,PJL,Punjabi,SAS,South Asian Ancestry
1973,HG01303,female,PUR,Puerto Rican,AMR,American Ancestry
1974,HG02756,male,GWD,Gambian Mandinka,AFR,African Ancestry
1975,HG02944,male,ESN,Esan,AFR,African Ancestry
1976,HG01308,male,PUR,Puerto Rican,AMR,American Ancestry
1977,HG02852,female,GWD,Gambian Mandinka,AFR,African Ancestry
1978,HG03478,male,MSL,Mende,AFR,African Ancestry
1979,HG01106,male,PUR,Puerto Rican,AMR,American Ancestry
1980,HG03485,female,MSL,Mende,AFR,African Ancestry
1981,HG01113,female,CLM,Colombian,AMR,American Ancestry
1982,HG03492,male,PJL,Punjabi,SAS,South Asian Ancestry
1983,HG01125,female,CLM,Colombian,AMR,American Ancestry
1984,HG02953,male,ESN,Esan,AFR,African Ancestry
1985,HG01137,female,CLM,Colombian,AMR,American Ancestry
1986,HG01149,female,CLM,Colombian,AMR,American Ancestry
1987,HG03461,female,MSL,Mende,AFR,African Ancestry
1988,HG02977,male,ESN,Esan,AFR,African Ancestry
1989,HG01334,male,GBR,British,EUR,European Ancestry
1990,HG03473,female,MSL,Mende,AFR,African Ancestry
1991,HG01341,male,CLM,Colombian,AMR,American Ancestry
1992,HG03196,male,ESN,Esan,AFR,African Ancestry
1993,HG03238,female,PJL,Punjabi,SAS,South Asian Ancestry
1994,HG01346,female,CLM,Colombian,AMR,American Ancestry
1995,HG03209,male,MSL,Mende,AFR,African Ancestry
1996,HG03240,male,GWD,Gambian Mandinka,AFR,African Ancestry
1997,HG01353,male,CLM,Colombian,AMR,American Ancestry
1998,HG03228,male,PJL,Punjabi,SAS,South Asian Ancestry
1999,HG01358,male,CLM,Colombian,AMR,American Ancestry
2000,HG03271,male,ESN,Esan,AFR,African Ancestry
2001,HG01360,female,CLM,Colombian,AMR,American Ancestry
2002,HG03235,female,PJL,Punjabi,SAS,South Asian Ancestry
2003,HG03295,male,ESN,Esan,AFR,African Ancestry
2004,HG01365,male,CLM,Colombian,AMR,American Ancestry
2005,HG03095,female,MSL,Mende,AFR,African Ancestry
2006,HG03303,female,ESN,Esan,AFR,African Ancestry
2007,HG01531,female,IBS,Iberian,EUR,European Ancestry
2008,HG03103,male,ESN,Esan,AFR,African Ancestry
2009,HG03372,female,ESN,Esan,AFR,African Ancestry
2010,HG01536,male,IBS,Iberian,EUR,European Ancestry
2011,HG03108,female,ESN,Esan,AFR,African Ancestry
2012,HG01550,male,CLM,Colombian,AMR,American Ancestry
2013,HG03391,male,MSL,Mende,AFR,African Ancestry
2014,HG01567,female,PEL,Peruvian,AMR,American Ancestry
2015,HG03115,male,ESN,Esan,AFR,African Ancestry
2016,HG01579,male,PEL,Peruvian,AMR,American Ancestry
2017,HG01586,male,PJL,Punjabi,SAS,South Asian Ancestry
2018,HG03247,female,GWD,Gambian Mandinka,AFR,African Ancestry
2019,HG01372,female,CLM,Colombian,AMR,American Ancestry
2020,HG03259,female,GWD,Gambian Mandinka,AFR,African Ancestry
2021,HG01377,male,CLM,Colombian,AMR,American Ancestry
2022,HG01384,female,CLM,Colombian,AMR,American Ancestry
2023,HG03367,male,ESN,Esan,AFR,African Ancestry
2024,HG03517,female,ESN,Esan,AFR,African Ancestry
2025,HG01389,male,CLM,Colombian,AMR,American Ancestry
2026,HG03548,female,MSL,Mende,AFR,African Ancestry
2027,HG01391,female,CLM,Colombian,AMR,American Ancestry
2028,HG03567,female,MSL,Mende,AFR,African Ancestry
2029,HG01396,female,PUR,Puerto Rican,AMR,American Ancestry
2030,HG03428,female,MSL,Mende,AFR,African Ancestry
2031,HG03343,male,ESN,Esan,AFR,African Ancestry
2032,HG03442,male,MSL,Mende,AFR,African Ancestry
2033,HG01435,female,CLM,Colombian,AMR,American Ancestry
2034,HG01442,male,CLM,Colombian,AMR,American Ancestry
2035,HG03199,male,ESN,Esan,AFR,African Ancestry
2036,HG01447,female,CLM,Colombian,AMR,American Ancestry
2037,HG03202,male,ESN,Esan,AFR,African Ancestry
2038,HG03127,male,ESN,Esan,AFR,African Ancestry
2039,HG03694,male,STU,Tamil,SAS,South Asian Ancestry
2040,HG01459,female,CLM,Colombian,AMR,American Ancestry
2041,HG01461,male,CLM,Colombian,AMR,American Ancestry
2042,HG03139,male,ESN,Esan,AFR,African Ancestry
2043,HG03702,male,PJL,Punjabi,SAS,South Asian Ancestry
2044,HG01466,female,CLM,Colombian,AMR,American Ancestry
2045,HG03280,male,ESN,Esan,AFR,African Ancestry
2046,HG01505,male,IBS,Iberian,EUR,European Ancestry
2047,HG03297,female,ESN,Esan,AFR,African Ancestry
2048,HG03714,female,ITU,Telugu,SAS,South Asian Ancestry
2049,HG01512,male,IBS,Iberian,EUR,European Ancestry
2050,HG03300,female,ESN,Esan,AFR,African Ancestry
2051,HG03598,female,BEB,Bengali,SAS,South Asian Ancestry
2052,HG01517,female,IBS,Iberian,EUR,European Ancestry
2053,HG03606,male,BEB,Bengali,SAS,South Asian Ancestry
2054,HG01524,male,IBS,Iberian,EUR,European Ancestry
2055,HG03064,female,MSL,Mende,AFR,African Ancestry
2056,HG01529,male,IBS,Iberian,EUR,European Ancestry
2057,HG03069,male,MSL,Mende,AFR,African Ancestry
2058,HG01593,female,PJL,Punjabi,SAS,South Asian Ancestry
2059,HG03076,female,MSL,Mende,AFR,African Ancestry
2060,HG03625,female,PJL,Punjabi,SAS,South Asian Ancestry
2061,HG01598,female,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
2062,HG03088,female,MSL,Mende,AFR,African Ancestry
2063,HG03745,male,STU,Tamil,SAS,South Asian Ancestry
2064,HG01601,male,IBS,Iberian,EUR,European Ancestry
2065,HG03752,female,STU,Tamil,SAS,South Asian Ancestry
2066,HG01606,male,IBS,Iberian,EUR,European Ancestry
2067,HG03160,male,ESN,Esan,AFR,African Ancestry
2068,HG03757,female,STU,Tamil,SAS,South Asian Ancestry
2069,HG01613,female,IBS,Iberian,EUR,European Ancestry
2070,HG03172,male,ESN,Esan,AFR,African Ancestry
2071,HG03189,female,ESN,Esan,AFR,African Ancestry
2072,HG03771,male,ITU,Telugu,SAS,South Asian Ancestry
2073,HG01485,male,CLM,Colombian,AMR,American Ancestry
2074,HG03521,male,ESN,Esan,AFR,African Ancestry
2075,HG01492,female,CLM,Colombian,AMR,American Ancestry
2076,HG03538,male,GWD,Gambian Mandinka,AFR,African Ancestry
2077,HG03733,female,STU,Tamil,SAS,South Asian Ancestry
2078,HG01497,male,CLM,Colombian,AMR,American Ancestry
2079,HG03738,male,STU,Tamil,SAS,South Asian Ancestry
2080,HG01500,male,IBS,Iberian,EUR,European Ancestry
2081,HG03557,female,MSL,Mende,AFR,African Ancestry
2082,HG03740,male,STU,Tamil,SAS,South Asian Ancestry
2083,HG01618,female,IBS,Iberian,EUR,European Ancestry
2084,HG03644,male,STU,Tamil,SAS,South Asian Ancestry
2085,HG01620,female,IBS,Iberian,EUR,European Ancestry
2086,HG03649,male,PJL,Punjabi,SAS,South Asian Ancestry
2087,HG01625,male,IBS,Iberian,EUR,European Ancestry
2088,HG03571,male,MSL,Mende,AFR,African Ancestry
2089,HG01632,female,IBS,Iberian,EUR,European Ancestry
2090,HG01668,female,IBS,Iberian,EUR,European Ancestry
2091,HG03583,female,MSL,Mende,AFR,African Ancestry
2092,HG03663,male,PJL,Punjabi,SAS,South Asian Ancestry
2093,HG01670,female,IBS,Iberian,EUR,European Ancestry
2094,HG03668,female,PJL,Punjabi,SAS,South Asian Ancestry
2095,HG01675,male,IBS,Iberian,EUR,European Ancestry
2096,HG03595,female,BEB,Bengali,SAS,South Asian Ancestry
2097,HG01682,male,IBS,Iberian,EUR,European Ancestry
2098,HG03634,female,PJL,Punjabi,SAS,South Asian Ancestry
2099,HG03687,male,STU,Tamil,SAS,South Asian Ancestry
2100,HG01687,female,IBS,Iberian,EUR,European Ancestry
2101,HG01694,male,IBS,Iberian,EUR,European Ancestry
2102,HG03788,male,ITU,Telugu,SAS,South Asian Ancestry
2103,HG01699,male,IBS,Iberian,EUR,European Ancestry
2104,HG03646,male,STU,Tamil,SAS,South Asian Ancestry
2105,HG03790,male,ITU,Telugu,SAS,South Asian Ancestry
2106,HG01815,female,CDX,Dai Chinese,EAS,East Asian Ancestry
2107,HG03653,female,PJL,Punjabi,SAS,South Asian Ancestry
2108,HG01841,female,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
2109,HG03660,male,PJL,Punjabi,SAS,South Asian Ancestry
2110,HG01846,male,KHV,Kinh,Kinh Vietnamese,EAS,East Asia (SGDP),East Asian Ancestry
2111,HG03672,male,STU,Tamil,SAS,South Asian Ancestry
2112,HG01853,female,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
2113,HG03684,female,STU,Tamil,SAS,South Asian Ancestry
2114,HG03593,male,BEB,Bengali,SAS,South Asian Ancestry
2115,HG01858,female,KHV,Kinh Vietnamese,EAS,East Asian Ancestry
2116,HG03689,female,STU,Tamil,SAS,South Asian Ancestry
2117,HG03803,male,BEB,Bengali,SAS,South Asian Ancestry
2118,HG01942,female,PEL,Peruvian,AMR,American Ancestry
2119,HG03691,male,STU,Tamil,SAS,South Asian Ancestry
2120,HG03808,female,BEB,Bengali,SAS,South Asian Ancestry
2121,HG01947,male,PEL,Peruvian,AMR,American Ancestry
2122,HG03696,male,STU,Tamil,SAS,South Asian Ancestry
2123,HG03815,male,BEB,Bengali,SAS,South Asian Ancestry
2124,HG01954,female,PEL,Peruvian,AMR,American Ancestry
2125,HG03973,female,ITU,Telugu,SAS,South Asian Ancestry
2126,HG01959,female,ACB,African Caribbean,AFR,African Ancestry
2127,HG03709,female,PJL,Punjabi,SAS,South Asian Ancestry
2128,HG03978,male,ITU,Telugu,SAS,South Asian Ancestry
2129,HG01961,male,PEL,Peruvian,AMR,American Ancestry
2130,HG03711,male,STU,Tamil,SAS,South Asian Ancestry
2131,HG03985,male,STU,Tamil,SAS,South Asian Ancestry
2132,HG01973,female,PEL,Peruvian,AMR,American Ancestry
2133,HG01978,female,PEL,Peruvian,AMR,American Ancestry
2134,HG03401,female,MSL,Mende,AFR,African Ancestry
2135,HG04003,male,STU,Tamil,SAS,South Asian Ancestry
2136,HG01980,female,PEL,Peruvian,AMR,American Ancestry
2137,HG03432,male,MSL,Mende,AFR,African Ancestry
2138,HG01985,female,ACB,African Caribbean,AFR,African Ancestry
2139,HG03437,female,MSL,Mende,AFR,African Ancestry
2140,HG03911,male,BEB,Bengali,SAS,South Asian Ancestry
2141,HG01884,female,ACB,African Caribbean,AFR,African Ancestry
2142,HG03449,female,MSL,Mende,AFR,African Ancestry
2143,HG03916,female,BEB,Bengali,SAS,South Asian Ancestry
2144,HG01889,female,ACB,African Caribbean,AFR,African Ancestry
2145,HG03451,male,MSL,Mende,AFR,African Ancestry
2146,HG03928,female,BEB,Bengali,SAS,South Asian Ancestry
2147,HG01891,female,ACB,African Caribbean,AFR,African Ancestry
2148,HG01896,female,ACB,African Caribbean,AFR,African Ancestry
2149,HG03822,male,BEB,Bengali,SAS,South Asian Ancestry
2150,HG01916,female,ACB,African Caribbean,AFR,African Ancestry
2151,HG03470,female,MSL,Mende,AFR,African Ancestry
2152,HG01790,female,GBR,British,EUR,European Ancestry
2153,HG03846,male,STU,Tamil,SAS,South Asian Ancestry
2154,HG01795,female,CDX,Dai Chinese,EAS,East Asian Ancestry
2155,HG03499,female,ESN,Esan,AFR,African Ancestry
2156,HG03884,female,STU,Tamil,SAS,South Asian Ancestry
2157,HG01808,female,CDX,Dai Chinese,EAS,East Asian Ancestry
2158,HG03514,female,ESN,Esan,AFR,African Ancestry
2159,HG03896,male,STU,Tamil,SAS,South Asian Ancestry
2160,HG01810,male,CDX,Dai Chinese,EAS,East Asian Ancestry
2161,HG03603,male,BEB,Bengali,SAS,South Asian Ancestry
2162,HG03615,male,BEB,Bengali,SAS,South Asian Ancestry
2163,HG01771,male,IBS,Iberian,EUR,European Ancestry
2164,HG03937,female,BEB,Bengali,SAS,South Asian Ancestry
2165,HG01776,female,IBS,Iberian,EUR,European Ancestry
2166,HG03944,female,STU,Tamil,SAS,South Asian Ancestry
2167,HG01783,male,IBS,Iberian,EUR,European Ancestry
2168,HG03949,female,STU,Tamil,SAS,South Asian Ancestry
2169,HG01923,male,PEL,Peruvian,AMR,American Ancestry
