FID,IID,O.HOM.,E.HOM.,N.NM.,F,pop,super_pop,gender,...5,...6,n_pop
NA18560,NA18560,1066696,1058000,1099352,0.2046,CHB,EAS,female,NA,NA,103
NA18561,NA18561,1068706,1058000,1099346,0.2537,CHB,EAS,male,NA,NA,103
NA18562,NA18562,1066927,1058000,1099339,0.2105,CHB,EAS,male,NA,NA,103
NA18563,NA18563,1067000,1058000,1099331,0.2124,CHB,EAS,male,NA,NA,103
NA18564,NA18564,1064857,1058000,1099337,0.1602,CHB,EAS,female,NA,NA,103
NA18565,NA18565,1068834,1058000,1099352,0.2568,CHB,EAS,female,NA,NA,103
NA18566,NA18566,1068618,1058000,1099343,0.2517,CHB,EAS,female,NA,NA,103
NA18567,NA18567,1068341,1058000,1099344,0.2449,CHB,EAS,female,NA,NA,103
NA18570,NA18570,1065958,1058000,1099330,0.1871,CHB,EAS,female,NA,NA,103
NA18571,NA18571,1067879,1058000,1099307,0.2343,CHB,EAS,female,NA,NA,103
NA18572,NA18572,1069166,1058000,1099354,0.2648,CHB,EAS,male,NA,NA,103
NA18573,NA18573,1067460,1058000,1099340,0.2235,CHB,EAS,female,NA,NA,103
NA18574,NA18574,1066824,1058000,1099344,0.2079,CHB,EAS,female,NA,NA,103
NA18577,NA18577,1066241,1058000,1099346,0.1937,CHB,EAS,female,NA,NA,103
NA18579,NA18579,1066506,1058000,1099337,0.2003,CHB,EAS,female,NA,NA,103
NA18582,NA18582,1066793,1058000,1099324,0.2075,CHB,EAS,female,NA,NA,103
NA18591,NA18591,1067395,1058000,1099354,0.2217,CHB,EAS,female,NA,NA,103
NA18592,NA18592,1067032,1058000,1099342,0.2131,CHB,EAS,female,NA,NA,103
NA18593,NA18593,1064986,1058000,1099320,0.1636,CHB,EAS,female,NA,NA,103
NA18595,NA18595,1066561,1058000,1099334,0.2017,CHB,EAS,female,NA,NA,103
NA18596,NA18596,1069506,1058000,1099344,0.2733,CHB,EAS,female,NA,NA,103
NA18597,NA18597,1065659,1058000,1099355,0.1794,CHB,EAS,female,NA,NA,103
NA18599,NA18599,1065594,1058000,1099346,0.1779,CHB,EAS,female,NA,NA,103
NA18602,NA18602,1068382,1058000,1099344,0.2459,CHB,EAS,female,NA,NA,103
NA18603,NA18603,1065070,1058000,1099327,0.1655,CHB,EAS,male,NA,NA,103
NA18605,NA18605,1069847,1058000,1099353,0.2814,CHB,EAS,male,NA,NA,103
NA18606,NA18606,1068096,1058000,1099349,0.2389,CHB,EAS,male,NA,NA,103
NA18608,NA18608,1067465,1058000,1099346,0.2235,CHB,EAS,male,NA,NA,103
NA18609,NA18609,1067934,1058000,1099341,0.235,CHB,EAS,male,NA,NA,103
NA18610,NA18610,1066726,1058000,1099336,0.2057,CHB,EAS,female,NA,NA,103
NA18611,NA18611,1067298,1058000,1099335,0.2196,CHB,EAS,male,NA,NA,103
NA18612,NA18612,1068835,1058000,1099344,0.2569,CHB,EAS,male,NA,NA,103
NA18613,NA18613,1066207,1058000,1099350,0.1928,CHB,EAS,male,NA,NA,103
NA18614,NA18614,1067354,1058000,1099336,0.221,CHB,EAS,female,NA,NA,103
NA18615,NA18615,1068439,1058000,1099350,0.2472,CHB,EAS,female,NA,NA,103
NA18616,NA18616,1065226,1058000,1099327,0.1693,CHB,EAS,female,NA,NA,103
NA18617,NA18617,1067304,1058000,1099322,0.2201,CHB,EAS,female,NA,NA,103
NA18618,NA18618,1068227,1058000,1099338,0.2422,CHB,EAS,female,NA,NA,103
NA18619,NA18619,1066102,1058000,1099344,0.1903,CHB,EAS,female,NA,NA,103
NA18620,NA18620,1067958,1058000,1099345,0.2355,CHB,EAS,male,NA,NA,103
NA18621,NA18621,1064310,1058000,1099340,0.1468,CHB,EAS,male,NA,NA,103
NA18622,NA18622,1066322,1058000,1099337,0.1958,CHB,EAS,male,NA,NA,103
NA18623,NA18623,1067231,1058000,1099330,0.2181,CHB,EAS,male,NA,NA,103
NA18624,NA18624,1064930,1058000,1099349,0.1617,CHB,EAS,male,NA,NA,103
NA18625,NA18625,1066996,1058000,1099354,0.212,CHB,EAS,female,NA,NA,103
NA18626,NA18626,1066997,1058000,1099337,0.2123,CHB,EAS,female,NA,NA,103
NA18627,NA18627,1066133,1058000,1099334,0.1913,CHB,EAS,female,NA,NA,103
NA18628,NA18628,1065923,1058000,1099315,0.1866,CHB,EAS,female,NA,NA,103
NA18629,NA18629,1067247,1058000,1099346,0.2182,CHB,EAS,male,NA,NA,103
NA18630,NA18630,1064761,1058000,1099341,0.1578,CHB,EAS,female,NA,NA,103
NA18631,NA18631,1064369,1058000,1099318,0.1486,CHB,EAS,female,NA,NA,103
NA18632,NA18632,1066558,1058000,1099354,0.2013,CHB,EAS,male,NA,NA,103
NA18633,NA18633,1066848,1058000,1099338,0.2086,CHB,EAS,male,NA,NA,103
NA18634,NA18634,1065277,1058000,1099334,0.1704,CHB,EAS,female,NA,NA,103
NA18635,NA18635,1067281,1058000,1099352,0.2189,CHB,EAS,male,NA,NA,103
NA18636,NA18636,1068794,1058000,1099330,0.2562,CHB,EAS,male,NA,NA,103
NA18637,NA18637,1068182,1058000,1099326,0.2414,CHB,EAS,male,NA,NA,103
NA18638,NA18638,1065647,1058000,1099331,0.1795,CHB,EAS,male,NA,NA,103
NA18639,NA18639,1070408,1058000,1099345,0.2952,CHB,EAS,male,NA,NA,103
NA18640,NA18640,1068215,1058000,1099343,0.2418,CHB,EAS,female,NA,NA,103
NA18641,NA18641,1066094,1058000,1099327,0.1905,CHB,EAS,female,NA,NA,103
NA18642,NA18642,1065878,1058000,1099346,0.1849,CHB,EAS,female,NA,NA,103
NA18643,NA18643,1067871,1058000,1099352,0.2333,CHB,EAS,male,NA,NA,103
NA18644,NA18644,1066838,1058000,1099348,0.2082,CHB,EAS,female,NA,NA,103
NA18645,NA18645,1067442,1058000,1099343,0.223,CHB,EAS,male,NA,NA,103
NA18646,NA18646,1067492,1058000,1099344,0.2243,CHB,EAS,female,NA,NA,103
NA18647,NA18647,1066653,1058000,1099358,0.2036,CHB,EAS,male,NA,NA,103
NA18648,NA18648,1066611,1058000,1099341,0.2028,CHB,EAS,male,NA,NA,103
NA18740,NA18740,1067002,1058000,1099330,0.2125,CHB,EAS,male,NA,NA,103
NA18745,NA18745,1067725,1058000,1099344,0.2299,CHB,EAS,male,NA,NA,103
NA18747,NA18747,1066444,1058000,1099330,0.199,CHB,EAS,male,NA,NA,103
NA18748,NA18748,1067774,1058000,1099345,0.2311,CHB,EAS,male,NA,NA,103
NA18749,NA18749,1068200,1058000,1099348,0.2414,CHB,EAS,male,NA,NA,103
NA18757,NA18757,1066581,1058000,1099328,0.2024,CHB,EAS,male,NA,NA,103
NA18853,NA18853,1053855,1058000,1099169,-0.105,YRI,AFR,male,NA,NA,108
NA18856,NA18856,1054374,1058000,1099206,-0.09299,YRI,AFR,male,NA,NA,108
NA18858,NA18858,1052330,1058000,1099179,-0.1424,YRI,AFR,female,NA,NA,108
NA18861,NA18861,1054556,1058000,1099163,-0.08783,YRI,AFR,female,NA,NA,108
NA18864,NA18864,1052963,1058000,1099189,-0.1271,YRI,AFR,female,NA,NA,108
NA18865,NA18865,1051847,1058000,1099190,-0.1544,YRI,AFR,male,NA,NA,108
NA18867,NA18867,1053242,1058000,1099188,-0.1202,YRI,AFR,female,NA,NA,108
NA18868,NA18868,1053165,1058000,1099170,-0.1217,YRI,AFR,male,NA,NA,108
NA18870,NA18870,1054484,1058000,1099193,-0.09004,YRI,AFR,female,NA,NA,108
NA18871,NA18871,1055030,1058000,1099194,-0.0768,YRI,AFR,male,NA,NA,108
NA18873,NA18873,1054410,1058000,1099181,-0.09166,YRI,AFR,female,NA,NA,108
NA18874,NA18874,1053025,1058000,1099219,-0.126,YRI,AFR,male,NA,NA,108
NA18876,NA18876,1053720,1058000,1099182,-0.1084,YRI,AFR,female,NA,NA,108
NA18877,NA18877,1052601,1058000,1099182,-0.136,YRI,AFR,male,NA,NA,108
NA18878,NA18878,1055201,1058000,1099217,-0.07309,YRI,AFR,female,NA,NA,108
NA18879,NA18879,1053928,1058000,1099175,-0.1033,YRI,AFR,male,NA,NA,108
NA18881,NA18881,1053740,1058000,1099171,-0.108,YRI,AFR,female,NA,NA,108
NA18907,NA18907,1056033,1058000,1099218,-0.05276,YRI,AFR,female,NA,NA,108
NA18908,NA18908,1054897,1058000,1099181,-0.07985,YRI,AFR,male,NA,NA,108
NA18909,NA18909,1054230,1058000,1099194,-0.09622,YRI,AFR,female,NA,NA,108
NA18910,NA18910,1054919,1058000,1099193,-0.07941,YRI,AFR,male,NA,NA,108
NA18912,NA18912,1053582,1058000,1099165,-0.1116,YRI,AFR,female,NA,NA,108
NA18915,NA18915,1054173,1058000,1099188,-0.09761,YRI,AFR,male,NA,NA,108
NA18916,NA18916,1053112,1058000,1099156,-0.1229,YRI,AFR,female,NA,NA,108
NA18917,NA18917,1052858,1058000,1099167,-0.1293,YRI,AFR,male,NA,NA,108
NA18923,NA18923,1054410,1058000,1099199,-0.09203,YRI,AFR,male,NA,NA,108
NA18924,NA18924,1054182,1058000,1099213,-0.09779,YRI,AFR,female,NA,NA,108
NA18933,NA18933,1054321,1058000,1099152,-0.0934,YRI,AFR,female,NA,NA,108
NA18934,NA18934,1053562,1058000,1099153,-0.1119,YRI,AFR,male,NA,NA,108
NA18939,NA18939,1065198,1058000,1099343,0.1683,JPT,EAS,female,NA,NA,104
NA18940,NA18940,1067449,1058000,1099332,0.2234,JPT,EAS,male,NA,NA,104
NA18941,NA18941,1067375,1058000,1099354,0.2212,JPT,EAS,female,NA,NA,104
NA18942,NA18942,1067297,1058000,1099337,0.2196,JPT,EAS,female,NA,NA,104
NA18943,NA18943,1067365,1058000,1099339,0.2212,JPT,EAS,male,NA,NA,104
NA18944,NA18944,1068049,1058000,1099334,0.238,JPT,EAS,male,NA,NA,104
NA18945,NA18945,1064905,1058000,1099329,0.1614,JPT,EAS,male,NA,NA,104
NA18946,NA18946,1067977,1058000,1099348,0.2359,JPT,EAS,female,NA,NA,104
NA18947,NA18947,1066654,1058000,1099341,0.2039,JPT,EAS,female,NA,NA,104
NA18948,NA18948,1067396,1058000,1099332,0.2221,JPT,EAS,male,NA,NA,104
NA18949,NA18949,1066759,1058000,1099329,0.2066,JPT,EAS,female,NA,NA,104
NA18950,NA18950,1064378,1058000,1099329,0.1487,JPT,EAS,female,NA,NA,104
NA18951,NA18951,1064681,1058000,1099335,0.1559,JPT,EAS,female,NA,NA,104
NA18952,NA18952,1067749,1058000,1099347,0.2304,JPT,EAS,male,NA,NA,104
NA18953,NA18953,1069417,1058000,1099339,0.2712,JPT,EAS,male,NA,NA,104
NA18954,NA18954,1069513,1058000,1099331,0.2737,JPT,EAS,female,NA,NA,104
NA18956,NA18956,1067982,1058000,1099338,0.2363,JPT,EAS,female,NA,NA,104
NA18957,NA18957,1067585,1058000,1099344,0.2265,JPT,EAS,female,NA,NA,104
NA18959,NA18959,1067348,1058000,1099331,0.2209,JPT,EAS,male,NA,NA,104
NA18960,NA18960,1065658,1058000,1099341,0.1796,JPT,EAS,male,NA,NA,104
NA18961,NA18961,1067448,1058000,1099337,0.2233,JPT,EAS,male,NA,NA,104
NA18962,NA18962,1067661,1058000,1099345,0.2283,JPT,EAS,male,NA,NA,104
NA18963,NA18963,1068026,1058000,1099341,0.2373,JPT,EAS,female,NA,NA,104
NA18964,NA18964,1069979,1058000,1099320,0.2852,JPT,EAS,female,NA,NA,104
NA18965,NA18965,1066002,1058000,1099355,0.1877,JPT,EAS,male,NA,NA,104
NA18966,NA18966,1067257,1058000,1099342,0.2185,JPT,EAS,male,NA,NA,104
NA18967,NA18967,1067207,1058000,1099348,0.2172,JPT,EAS,male,NA,NA,104
NA18968,NA18968,1064487,1058000,1099326,0.1513,JPT,EAS,female,NA,NA,104
NA18969,NA18969,1067754,1058000,1099330,0.2309,JPT,EAS,female,NA,NA,104
NA18970,NA18970,1067320,1058000,1099332,0.2202,JPT,EAS,male,NA,NA,104
NA18971,NA18971,1065138,1058000,1099337,0.167,JPT,EAS,male,NA,NA,104
NA18972,NA18972,1066810,1058000,1099338,0.2077,JPT,EAS,female,NA,NA,104
NA18973,NA18973,1069150,1058000,1099344,0.2646,JPT,EAS,female,NA,NA,104
NA18974,NA18974,1066898,1058000,1099326,0.2101,JPT,EAS,male,NA,NA,104
NA18975,NA18975,1065744,1058000,1099335,0.1818,JPT,EAS,female,NA,NA,104
NA18976,NA18976,1069077,1058000,1099331,0.2631,JPT,EAS,female,NA,NA,104
NA18977,NA18977,1066931,1058000,1099342,0.2106,JPT,EAS,male,NA,NA,104
NA18978,NA18978,1064873,1058000,1099339,0.1605,JPT,EAS,female,NA,NA,104
NA18979,NA18979,1068093,1058000,1099345,0.2389,JPT,EAS,female,NA,NA,104
NA18980,NA18980,1066723,1058000,1099330,0.2058,JPT,EAS,female,NA,NA,104
NA18981,NA18981,1065623,1058000,1099339,0.1788,JPT,EAS,female,NA,NA,104
NA18982,NA18982,1065658,1058000,1099334,0.1797,JPT,EAS,male,NA,NA,104
NA18983,NA18983,1068342,1058000,1099338,0.2451,JPT,EAS,male,NA,NA,104
NA18984,NA18984,1071269,1058000,1099352,0.3161,JPT,EAS,male,NA,NA,104
NA18985,NA18985,1066527,1058000,1099358,0.2005,JPT,EAS,male,NA,NA,104
NA18986,NA18986,1064547,1058000,1099320,0.1529,JPT,EAS,male,NA,NA,104
NA18987,NA18987,1067933,1058000,1099335,0.2351,JPT,EAS,female,NA,NA,104
NA18988,NA18988,1068400,1058000,1099322,0.2468,JPT,EAS,male,NA,NA,104
NA18989,NA18989,1068103,1058000,1099315,0.2397,JPT,EAS,male,NA,NA,104
NA18990,NA18990,1064228,1058000,1099342,0.1448,JPT,EAS,male,NA,NA,104
NA18991,NA18991,1066249,1058000,1099314,0.1945,JPT,EAS,female,NA,NA,104
NA18992,NA18992,1066822,1058000,1099343,0.2079,JPT,EAS,female,NA,NA,104
NA18993,NA18993,1068472,1058000,1099342,0.2481,JPT,EAS,female,NA,NA,104
NA18994,NA18994,1065209,1058000,1099335,0.1687,JPT,EAS,male,NA,NA,104
NA18995,NA18995,1068730,1058000,1099340,0.2545,JPT,EAS,male,NA,NA,104
NA18997,NA18997,1067060,1058000,1099347,0.2137,JPT,EAS,female,NA,NA,104
NA18998,NA18998,1068621,1058000,1099366,0.2513,JPT,EAS,female,NA,NA,104
NA18999,NA18999,1068820,1058000,1099361,0.2563,JPT,EAS,female,NA,NA,104
NA19000,NA19000,1066174,1058000,1099334,0.1923,JPT,EAS,male,NA,NA,104
NA19001,NA19001,1065734,1058000,1099336,0.1815,JPT,EAS,female,NA,NA,104
NA19002,NA19002,1069494,1058000,1099346,0.2729,JPT,EAS,female,NA,NA,104
NA19003,NA19003,1067603,1058000,1099345,0.2269,JPT,EAS,female,NA,NA,104
NA19004,NA19004,1066407,1058000,1099339,0.1979,JPT,EAS,male,NA,NA,104
NA19005,NA19005,1068769,1058000,1099340,0.2554,JPT,EAS,male,NA,NA,104
NA19006,NA19006,1066943,1058000,1099326,0.2112,JPT,EAS,male,NA,NA,104
NA19007,NA19007,1067342,1058000,1099339,0.2207,JPT,EAS,male,NA,NA,104
NA19009,NA19009,1065913,1058000,1099318,0.1862,JPT,EAS,male,NA,NA,104
NA19010,NA19010,1066838,1058000,1099330,0.2086,JPT,EAS,female,NA,NA,104
NA19011,NA19011,1067238,1058000,1099350,0.2179,JPT,EAS,female,NA,NA,104
NA19012,NA19012,1066548,1058000,1099315,0.2018,JPT,EAS,male,NA,NA,104
NA19017,NA19017,1051239,1058000,1099223,-0.1696,LWK,AFR,female,NA,NA,99
NA19019,NA19019,1054490,1058000,1099202,-0.08992,LWK,AFR,female,NA,NA,99
NA19020,NA19020,1052848,1058000,1099186,-0.1298,LWK,AFR,male,NA,NA,99
NA19023,NA19023,1054058,1058000,1099162,-0.09991,LWK,AFR,female,NA,NA,99
NA19024,NA19024,1051716,1058000,1099182,-0.1573,LWK,AFR,female,NA,NA,99
NA19025,NA19025,1052453,1058000,1099170,-0.1391,LWK,AFR,male,NA,NA,99
NA19026,NA19026,1052066,1058000,1099203,-0.1492,LWK,AFR,male,NA,NA,99
NA19027,NA19027,1053619,1058000,1099202,-0.1113,LWK,AFR,male,NA,NA,99
NA19028,NA19028,1053658,1058000,1099216,-0.1105,LWK,AFR,male,NA,NA,99
NA19030,NA19030,1052052,1058000,1099172,-0.1491,LWK,AFR,female,NA,NA,99
NA19031,NA19031,1052132,1058000,1099205,-0.1475,LWK,AFR,male,NA,NA,99
NA19035,NA19035,1053276,1058000,1099185,-0.1193,LWK,AFR,male,NA,NA,99
NA19036,NA19036,1054229,1058000,1099189,-0.0963,LWK,AFR,female,NA,NA,99
NA19037,NA19037,1054075,1058000,1099207,-0.1003,LWK,AFR,female,NA,NA,99
NA19038,NA19038,1054765,1058000,1099174,-0.08287,LWK,AFR,female,NA,NA,99
NA19041,NA19041,1052089,1058000,1099181,-0.1482,LWK,AFR,male,NA,NA,99
NA19042,NA19042,1054568,1058000,1099212,-0.08826,LWK,AFR,female,NA,NA,99
NA19043,NA19043,1053405,1058000,1099221,-0.1169,LWK,AFR,male,NA,NA,99
NA19054,NA19054,1067775,1058000,1099318,0.2316,JPT,EAS,female,NA,NA,104
NA19055,NA19055,1066354,1058000,1099341,0.1966,JPT,EAS,male,NA,NA,104
NA19056,NA19056,1066413,1058000,1099338,0.198,JPT,EAS,male,NA,NA,104
NA19057,NA19057,1064646,1058000,1099340,0.1549,JPT,EAS,female,NA,NA,104
NA19058,NA19058,1066691,1058000,1099337,0.2048,JPT,EAS,male,NA,NA,104
NA19059,NA19059,1067578,1058000,1099345,0.2262,JPT,EAS,female,NA,NA,104
NA19060,NA19060,1066324,1058000,1099352,0.1956,JPT,EAS,male,NA,NA,104
NA19062,NA19062,1065635,1058000,1099313,0.1795,JPT,EAS,male,NA,NA,104
NA19063,NA19063,1069174,1058000,1099353,0.265,JPT,EAS,male,NA,NA,104
NA19064,NA19064,1067218,1058000,1099345,0.2175,JPT,EAS,female,NA,NA,104
NA19065,NA19065,1066217,1058000,1099316,0.1937,JPT,EAS,female,NA,NA,104
NA19066,NA19066,1067516,1058000,1099321,0.2253,JPT,EAS,male,NA,NA,104
NA19067,NA19067,1067157,1058000,1099360,0.2158,JPT,EAS,male,NA,NA,104
NA19068,NA19068,1066304,1058000,1099316,0.1958,JPT,EAS,male,NA,NA,104
NA19070,NA19070,1066774,1058000,1099353,0.2065,JPT,EAS,male,NA,NA,104
NA19072,NA19072,1068673,1058000,1099317,0.2535,JPT,EAS,male,NA,NA,104
NA19074,NA19074,1066257,1058000,1099338,0.1942,JPT,EAS,female,NA,NA,104
NA19075,NA19075,1065746,1058000,1099333,0.1819,JPT,EAS,male,NA,NA,104
NA19076,NA19076,1069832,1058000,1099338,0.2813,JPT,EAS,male,NA,NA,104
NA19077,NA19077,1065510,1058000,1099326,0.1763,JPT,EAS,female,NA,NA,104
NA19078,NA19078,1069544,1058000,1099324,0.2745,JPT,EAS,female,NA,NA,104
NA19079,NA19079,1065136,1058000,1099332,0.167,JPT,EAS,male,NA,NA,104
NA19080,NA19080,1067629,1058000,1099352,0.2274,JPT,EAS,female,NA,NA,104
NA19081,NA19081,1067517,1058000,1099337,0.2249,JPT,EAS,female,NA,NA,104
NA19082,NA19082,1069385,1058000,1099344,0.2703,JPT,EAS,male,NA,NA,104
NA19083,NA19083,1064663,1058000,1099331,0.1556,JPT,EAS,male,NA,NA,104
NA19084,NA19084,1066134,1058000,1099329,0.1914,JPT,EAS,female,NA,NA,104
NA19085,NA19085,1064865,1058000,1099326,0.1605,JPT,EAS,male,NA,NA,104
NA19086,NA19086,1066017,1058000,1099324,0.1886,JPT,EAS,male,NA,NA,104
NA19087,NA19087,1064237,1058000,1099326,0.1453,JPT,EAS,female,NA,NA,104
NA19088,NA19088,1066504,1058000,1099343,0.2001,JPT,EAS,male,NA,NA,104
NA19089,NA19089,1066017,1058000,1099321,0.1887,JPT,EAS,male,NA,NA,104
NA19090,NA19090,1066476,1058000,1099329,0.1997,JPT,EAS,female,NA,NA,104
NA19091,NA19091,1067120,1058000,1099311,0.2158,JPT,EAS,male,NA,NA,104
NA19092,NA19092,1054254,1058000,1099190,-0.09568,YRI,AFR,male,NA,NA,108
NA19093,NA19093,1055778,1058000,1099194,-0.05853,YRI,AFR,female,NA,NA,108
NA19095,NA19095,1051503,1058000,1099180,-0.1626,YRI,AFR,female,NA,NA,108
NA19096,NA19096,1051892,1058000,1099194,-0.1532,YRI,AFR,male,NA,NA,108
NA19098,NA19098,1052931,1058000,1099180,-0.1278,YRI,AFR,male,NA,NA,108
NA19099,NA19099,1053266,1058000,1099191,-0.1198,YRI,AFR,female,NA,NA,108
NA19102,NA19102,1053831,1058000,1099174,-0.1057,YRI,AFR,female,NA,NA,108
NA19107,NA19107,1054523,1058000,1099162,-0.08866,YRI,AFR,male,NA,NA,108
NA19108,NA19108,1054400,1058000,1099186,-0.09209,YRI,AFR,female,NA,NA,108
NA19113,NA19113,1051700,1058000,1099190,-0.158,YRI,AFR,male,NA,NA,108
NA19114,NA19114,1054113,1058000,1099205,-0.0994,YRI,AFR,female,NA,NA,108
NA19116,NA19116,1054426,1058000,1099177,-0.09114,YRI,AFR,female,NA,NA,108
NA19117,NA19117,1054454,1058000,1099168,-0.0905,YRI,AFR,male,NA,NA,108
NA19118,NA19118,1053769,1058000,1099176,-0.1072,YRI,AFR,female,NA,NA,108
NA19119,NA19119,1053670,1058000,1099181,-0.1097,YRI,AFR,male,NA,NA,108
NA19121,NA19121,1052340,1058000,1099203,-0.1426,YRI,AFR,male,NA,NA,108
NA19129,NA19129,1054493,1058000,1099171,-0.08963,YRI,AFR,female,NA,NA,108
NA19130,NA19130,1053474,1058000,1099203,-0.1149,YRI,AFR,male,NA,NA,108
NA19131,NA19131,1053534,1058000,1099168,-0.1128,YRI,AFR,female,NA,NA,108
NA19137,NA19137,1053805,1058000,1099196,-0.1067,YRI,AFR,female,NA,NA,108
NA19138,NA19138,1054132,1058000,1099207,-0.09892,YRI,AFR,male,NA,NA,108
NA19141,NA19141,1052437,1058000,1099185,-0.1397,YRI,AFR,male,NA,NA,108
NA19143,NA19143,1054757,1058000,1099171,-0.08298,YRI,AFR,female,NA,NA,108
NA19144,NA19144,1050984,1058000,1099161,-0.1748,YRI,AFR,male,NA,NA,108
NA19146,NA19146,1053400,1058000,1099185,-0.1164,YRI,AFR,male,NA,NA,108
NA19147,NA19147,1052870,1058000,1099185,-0.1293,YRI,AFR,female,NA,NA,108
NA19149,NA19149,1053058,1058000,1099157,-0.1243,YRI,AFR,female,NA,NA,108
NA19152,NA19152,1051779,1058000,1099170,-0.1557,YRI,AFR,female,NA,NA,108
NA19153,NA19153,1054350,1058000,1099212,-0.09366,YRI,AFR,male,NA,NA,108
NA19159,NA19159,1054160,1058000,1099207,-0.09823,YRI,AFR,female,NA,NA,108
NA19160,NA19160,1053629,1058000,1099189,-0.1108,YRI,AFR,male,NA,NA,108
NA19171,NA19171,1053053,1058000,1099161,-0.1245,YRI,AFR,male,NA,NA,108
NA19172,NA19172,1053812,1058000,1099168,-0.106,YRI,AFR,female,NA,NA,108
NA19175,NA19175,1053867,1058000,1099194,-0.1051,YRI,AFR,male,NA,NA,108
NA19184,NA19184,1053045,1058000,1099170,-0.1247,YRI,AFR,male,NA,NA,108
NA19185,NA19185,1053014,1058000,1099187,-0.1258,YRI,AFR,female,NA,NA,108
NA19189,NA19189,1052868,1058000,1099185,-0.1293,YRI,AFR,male,NA,NA,108
NA19190,NA19190,1054733,1058000,1099192,-0.08396,YRI,AFR,female,NA,NA,108
NA19197,NA19197,1053924,1058000,1099189,-0.1035,YRI,AFR,female,NA,NA,108
NA19198,NA19198,1054493,1058000,1099174,-0.0896,YRI,AFR,male,NA,NA,108
NA19200,NA19200,1053355,1058000,1099188,-0.1174,YRI,AFR,male,NA,NA,108
NA19201,NA19201,1054762,1058000,1099169,-0.08289,YRI,AFR,female,NA,NA,108
NA19204,NA19204,1054419,1058000,1099203,-0.09177,YRI,AFR,female,NA,NA,108
NA19206,NA19206,1053019,1058000,1099182,-0.1257,YRI,AFR,female,NA,NA,108
NA19207,NA19207,1052002,1058000,1099169,-0.1502,YRI,AFR,male,NA,NA,108
NA19209,NA19209,1055858,1058000,1099202,-0.05672,YRI,AFR,female,NA,NA,108
NA19210,NA19210,1053915,1058000,1099177,-0.1037,YRI,AFR,male,NA,NA,108
NA19213,NA19213,1052698,1058000,1099189,-0.1335,YRI,AFR,male,NA,NA,108
NA19214,NA19214,1051870,1058000,1099177,-0.1535,YRI,AFR,female,NA,NA,108
NA19222,NA19222,1053773,1058000,1099176,-0.1071,YRI,AFR,female,NA,NA,108
NA19223,NA19223,1054849,1058000,1099189,-0.08092,YRI,AFR,male,NA,NA,108
NA19225,NA19225,1053619,1058000,1099159,-0.1108,YRI,AFR,female,NA,NA,108
NA19235,NA19235,1055090,1058000,1099190,-0.07521,YRI,AFR,female,NA,NA,108
NA19236,NA19236,1053665,1058000,1099208,-0.1103,YRI,AFR,male,NA,NA,108
NA19238,NA19238,1052416,1058000,1099162,-0.14,YRI,AFR,female,NA,NA,108
NA19239,NA19239,1053361,1058000,1099165,-0.1169,YRI,AFR,male,NA,NA,108
NA19247,NA19247,1052892,1058000,1099190,-0.1287,YRI,AFR,female,NA,NA,108
NA19248,NA19248,1053913,1058000,1099208,-0.1042,YRI,AFR,male,NA,NA,108
NA19256,NA19256,1054669,1058000,1099177,-0.0853,YRI,AFR,male,NA,NA,108
NA19257,NA19257,1054436,1058000,1099185,-0.09117,YRI,AFR,female,NA,NA,108
NA19307,NA19307,1054330,1058000,1099192,-0.09371,LWK,AFR,male,NA,NA,99
NA19308,NA19308,1053603,1058000,1099182,-0.1115,LWK,AFR,male,NA,NA,99
NA19309,NA19309,1053230,1058000,1099199,-0.1207,LWK,AFR,male,NA,NA,99
NA19310,NA19310,1052939,1058000,1099193,-0.1277,LWK,AFR,female,NA,NA,99
NA19312,NA19312,1052874,1058000,1099221,-0.1297,LWK,AFR,male,NA,NA,99
NA19314,NA19314,1054134,1058000,1099171,-0.09828,LWK,AFR,female,NA,NA,99
NA19315,NA19315,1053734,1058000,1099178,-0.1081,LWK,AFR,female,NA,NA,99
NA19316,NA19316,1053990,1058000,1099179,-0.1018,LWK,AFR,female,NA,NA,99
NA19317,NA19317,1054763,1058000,1099166,-0.08276,LWK,AFR,male,NA,NA,99
NA19318,NA19318,1053763,1058000,1099173,-0.1072,LWK,AFR,male,NA,NA,99
NA19319,NA19319,1055481,1058000,1099179,-0.06565,LWK,AFR,male,NA,NA,99
NA19320,NA19320,1053373,1058000,1099188,-0.117,LWK,AFR,female,NA,NA,99
NA19321,NA19321,1052288,1058000,1099179,-0.1433,LWK,AFR,female,NA,NA,99
NA19323,NA19323,1054770,1058000,1099176,-0.08275,LWK,AFR,female,NA,NA,99
NA19324,NA19324,1053140,1058000,1099205,-0.123,LWK,AFR,female,NA,NA,99
NA19327,NA19327,1053148,1058000,1099215,-0.123,LWK,AFR,female,NA,NA,99
NA19328,NA19328,1052092,1058000,1099179,-0.1481,LWK,AFR,female,NA,NA,99
NA19331,NA19331,1052818,1058000,1099176,-0.1303,LWK,AFR,male,NA,NA,99
NA19332,NA19332,1054527,1058000,1099192,-0.08911,LWK,AFR,female,NA,NA,99
NA19334,NA19334,1052725,1058000,1099189,-0.1328,LWK,AFR,male,NA,NA,99
NA19338,NA19338,1052738,1058000,1099167,-0.1322,LWK,AFR,female,NA,NA,99
NA19346,NA19346,1052396,1058000,1099200,-0.1411,LWK,AFR,male,NA,NA,99
